Age,,B,T,Ht,Wt,DoB,Yrs,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,Salary,,bbrefID,year,team
26,us US,R,R,"6' 1""",220,32469,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1,554100,,rominau01,2015,NYY
27,us US,R,R,"6' 1""",220,32469,5,62,46,62,56,0,50,6,0,0,0,0,0,0,0,5,5,1,-0.2,556000,,rominau01,2016,NYY
28,us US,R,R,"6' 1""",220,32469,6,80,62,80,77,0,67,12,0,0,0,0,0,0,0,1,9,0,-0.8,805000,,rominau01,2017,NYY
29,us US,R,R,"6' 1""",220,32469,7,77,68,77,76,0,76,0,0,0,0,0,0,0,0,0,3,0,1.4,1100000,,rominau01,2018,NYY
22,ve VE,R,R,"6' 4""",240,33401,2,42,41,42,42,0,0,0,0,0,0,0,8,36,44,0,1,0,0.2,490000,,garciav01,2013,CHW
23,ve VE,R,R,"6' 4""",240,33401,3,46,46,46,46,0,0,0,0,0,0,0,0,46,46,0,0,0,-0.2,510000,,garciav01,2014,CHW
24,ve VE,R,R,"6' 4""",240,33401,4,148,146,148,130,0,0,0,0,0,0,0,0,130,130,17,2,0,-0.4,523000,,garciav01,2015,CHW
25,ve VE,R,R,"6' 4""",240,33401,5,120,112,120,55,0,0,0,0,0,0,11,0,46,57,63,5,0,0.7,2100000,,garciav01,2016,CHW
26,ve VE,R,R,"6' 4""",240,33401,6,136,135,136,132,0,0,0,0,0,0,0,0,132,132,4,1,0,4.6,3000000,All-Star,garciav01,2017,CHW
27,ve VE,R,R,"6' 4""",250,33401,7,93,91,93,87,0,0,0,0,0,0,0,0,87,87,6,0,0,0.3,6700000,,garciav01,2018,CHW
28,us US,R,R,"6' 3""",220,31307,3,13,0,11,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,500000,,rosenbj01,2014,PHI
25,us US,R,R,"6' 1""",225,33533,1st,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,535000,,astinba01,2017,CIN
34,us US,L,L,"6' 2""",205,28623,13,32,32,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,19000000,,zitoba01,2012,SFG
35,us US,L,L,"6' 2""",205,28623,14,30,25,29,30,30,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,20000000,,zitoba01,2013,SFG
39,do DO,R,R,"5' 11""",285,26808,15,24,24,2,24,24,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2000000,,colonba01,2012,OAK
40,do DO,R,R,"5' 11""",285,26808,16,30,30,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,5.6,3000000,All-Star,colonba01,2013,OAK
41,do DO,R,R,"5' 11""",285,26808,17,31,31,28,31,31,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,9000000,,colonba01,2014,NYM
42,do DO,R,R,"5' 11""",285,26808,18,33,31,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,1.1,11000000,,colonba01,2015,NYM
43,do DO,R,R,"5' 11""",285,26808,19,34,33,31,34,34,0,0,0,0,0,0,0,0,0,0,0,0,2.8,7250000,All-Star,colonba01,2016,NYM
44,do DO,R,R,"5' 11""",285,26808,20,13,13,10,13,13,0,0,0,0,0,0,0,0,0,0,0,0,-2.4,12500000,,colonba01,2017,ATL
45,do DO,R,R,"5' 11""",285,26808,21,28,24,2,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1750000,,colonba01,2018,TEX
30,us US,R,R,"6' 1""",195,29882,6,27,15,27,9,0,0,0,0,0,0,5,0,4,9,13,7,3,-0.1,1537500,,francbe01,2012,TOR
31,us US,R,R,"6' 1""",195,29882,7,21,14,21,8,0,0,0,0,0,0,3,0,5,8,11,4,1,-0.4,1100000,,francbe01,2013,NYY
26,us US,R,R,"6' 4""",190,33668,2,6,5,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,-0.2,550000,,livelbe01,2018,PHI
28,us US,L,R,"6' 4""",210,32077,3,39,21,39,30,0,0,23,0,0,0,7,0,0,7,0,10,0,-1.2,512500,,paulsbe01,2016,COL
24,us US,L,R,"5' 9""",175,32266,3,124,118,124,121,0,0,0,0,0,0,5,39,84,128,0,3,1,2.8,492500,,reverbe01,2012,MIN
25,us US,L,R,"5' 9""",175,32266,4,88,79,88,87,0,0,0,0,0,0,0,87,0,87,0,0,3,1.1,515000,,reverbe01,2013,PHI
26,us US,L,R,"5' 9""",175,32266,5,151,132,151,141,0,0,0,0,0,0,0,141,0,141,0,16,1,0.8,1950000,,reverbe01,2014,PHI
27,us US,L,R,"5' 9""",175,32266,6,96,84,96,91,0,0,0,0,0,0,56,42,12,110,0,8,1,2.2,4100000,,reverbe01,2015,PHI
28,us US,L,R,"5' 9""",175,32266,7,103,80,103,87,0,0,0,0,0,0,25,74,0,99,0,15,2,-1.3,6250000,,reverbe01,2016,WSN
29,us US,L,R,"5' 9""",175,32266,8,109,66,109,82,0,0,0,0,0,0,78,6,0,84,3,29,2,0.2,4000000,,reverbe01,2017,LAA
24,us US,R,R,"6' 3""",225,33920,1st,14,0,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,535000,,taylobe10,2017,BOS
31,us US,B,R,"6' 3""",210,29732,7,157,156,157,153,0,0,0,58,0,47,0,0,71,71,4,0,0,5.8,4500000,,zobribe01,2012,TBR
32,us US,B,R,"6' 3""",210,29732,8,157,156,157,155,0,0,0,125,0,21,4,1,39,44,2,1,0,5.1,5500000,All-Star,zobribe01,2013,TBR
33,us US,B,R,"6' 3""",210,29732,9,146,144,146,137,0,0,0,79,0,31,38,7,19,64,8,2,0,5,7000000,,zobribe01,2014,TBR
34,us US,B,R,"6' 3""",210,29732,10,59,58,59,57,0,0,0,35,4,0,18,0,2,20,2,0,0,1.1,7500000,,zobribe01,2015,KCR
35,us US,B,R,"6' 3""",210,29732,11,147,142,147,146,0,0,1,119,0,1,27,0,24,51,0,4,0,3.7,10500000,All-Star,zobribe01,2016,CHC
36,us US,B,R,"6' 3""",210,29732,12,128,105,128,118,0,0,5,81,0,5,36,0,32,68,0,20,0,0.5,16500000,,zobribe01,2017,CHC
37,us US,B,R,"6' 3""",210,29732,13,139,108,139,125,0,0,4,63,0,0,43,0,61,84,1,22,0,3.3,16500000,,zobribe01,2018,CHC
29,us US,L,L,"6' 3""",215,30472,6,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1417500,,braybi01,2012,CIN
26,us US,B,R,"5' 9""",170,32750,3,24,8,24,17,0,0,0,0,0,0,6,11,3,20,4,3,7,-0.5,512500,,burnsbi02,2016,KCR
26,us US,R,R,"6' 0""",260,31520,6,161,158,161,20,0,0,20,0,0,0,0,0,0,0,138,3,0,3,8000000,All-Star,butlebi03,2012,KCR
27,us US,R,R,"6' 0""",260,31520,7,162,157,162,7,0,0,7,0,0,0,0,0,0,0,150,5,0,1.5,8000000,,butlebi03,2013,KCR
28,us US,R,R,"6' 0""",260,31520,8,151,143,151,37,0,0,37,0,0,0,0,0,0,0,108,8,0,-0.4,8000000,,butlebi03,2014,KCR
29,us US,R,R,"6' 0""",260,31520,9,151,143,151,7,0,0,7,0,0,0,0,0,0,0,136,8,0,-0.6,6666000,,butlebi03,2015,OAK
30,us US,R,R,"6' 0""",260,31520,10,85,59,85,22,0,0,22,0,0,0,0,0,0,0,50,24,0,0,11667000,,butlebi03,2016,OAK
23,us US,B,R,"6' 0""",160,33125,2,152,136,152,144,0,0,0,0,0,0,0,144,0,144,1,9,3,2.5,500000,,hamilbi02,2014,CIN
24,us US,B,R,"6' 0""",160,33125,3,114,109,114,110,0,0,0,0,0,0,0,110,0,110,0,2,2,0.9,545000,,hamilbi02,2015,CIN
25,us US,B,R,"6' 0""",160,33125,4,119,108,119,115,0,0,0,0,0,0,0,115,0,115,0,5,2,2.8,570000,,hamilbi02,2016,CIN
26,us US,B,R,"6' 0""",160,33125,5,139,135,139,137,0,0,0,0,0,0,0,137,0,137,0,3,0,1,2625000,,hamilbi02,2017,CIN
27,us US,B,R,"6' 0""",160,33125,6,153,138,153,150,0,0,0,0,0,0,0,150,1,150,0,4,4,0.3,4600000,,hamilbi02,2018,CIN
33,us US,R,R,"6' 3""",235,29778,9,68,0,7,68,68,0,0,0,0,0,0,0,0,0,0,0,0,1.2,750000,,boyerbl01,2015,MIN
34,us US,R,R,"6' 3""",235,29778,10,61,0,57,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0.6,950000,,boyerbl01,2016,MIL
36,us US,R,R,"6' 3""",235,29778,12,21,0,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,1000000,,boyerbl01,2018,KCR
29,us US,L,L,"6' 2""",218,31850,3,21,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0.4,520500,,hardybl01,2016,DET
31,us US,L,L,"6' 2""",218,31850,5,30,13,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1.8,795000,,hardybl01,2018,DET
23,us US,R,R,"6' 7""",255,32525,2,26,26,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,1.4,486500,,beavabl01,2012,SEA
24,us US,R,R,"6' 7""",255,32525,3,12,2,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,506700,,beavabl01,2013,SEA
25,us US,R,R,"6' 7""",255,32525,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,518700,,beavabl01,2014,SEA
26,us US,L,R,"5' 11""",195,31279,5,18,5,18,5,0,0,0,4,0,0,1,0,0,1,0,13,0,-0.4,1100000,,dewitbl01,2012,CHC
32,us US,R,R,"6' 3""",225,31217,5,71,0,4,71,71,0,0,0,0,0,0,0,0,0,0,0,0,1.8,560000,,parkebl01,2017,LAA
33,us US,R,R,"6' 3""",225,31217,6,67,0,4,67,67,0,0,0,0,0,0,0,0,0,0,0,0,1,1800000,,parkebl01,2018,LAA
24,us US,L,L,"6' 4""",200,33942,2,24,24,3,24,24,0,0,0,0,0,0,0,0,0,0,0,0,1,545000,,snellbl01,2017,TBR
24,us US,B,R,"6' 1""",200,33697,2,19,19,19,19,0,6,0,0,0,0,13,0,0,13,0,0,0,0.3,518500,,swihabl01,2016,BOS
26,us US,B,R,"6' 1""",200,33697,4,82,41,82,60,0,28,10,1,3,0,9,0,14,21,14,19,7,-0.3,563500,,swihabl01,2018,BOS
27,us US,R,R,"6' 5""",225,32324,2,60,0,57,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.2,512800,,treinbl01,2015,WSN
28,us US,R,R,"6' 5""",225,32324,3,73,0,69,73,73,0,0,0,0,0,0,0,0,0,0,0,0,2,524900,,treinbl01,2016,WSN
29,us US,R,R,"6' 5""",225,32324,4,37,0,35,37,37,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,563700,,treinbl01,2017,WSN
30,us US,R,R,"6' 5""",225,32324,5,68,0,3,68,68,0,0,0,0,0,0,0,0,0,0,0,0,4.3,2150000,All-Star,treinbl01,2018,OAK
27,us US,R,R,"6' 5""",233,31267,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,560000,,woodbl01,2013,CLE
28,us US,R,R,"6' 5""",233,31267,4,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,560000,,woodbl01,2014,CLE
30,us US,R,R,"6' 5""",233,31267,5,70,0,67,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0.5,600000,,woodbl01,2016,CIN
31,us US,R,R,"6' 5""",233,31267,6,55,0,52,55,55,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,1275000,,woodbl01,2017,CIN
32,us US,R,R,"6' 5""",233,31267,7,13,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1450000,,woodbl01,2018,LAA
30,us US,R,R,"6' 3""",220,31315,3,16,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,513300,,schulbo02,2016,TOR
38,ve VE,L,R,"6' 0""",220,27099,17,92,47,92,47,0,0,0,0,0,0,46,0,1,47,4,44,0,-0.3,9000000,,abreubo01,2012,LAD
26,us US,R,R,"6' 3""",220,31301,3,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,490000,,cassebo01,2012,LAA
27,us US,R,R,"6' 3""",205,30933,5,74,0,70,74,74,0,0,0,0,0,0,0,0,0,0,0,0,1.3,504000,,parnebo01,2012,NYM
28,us US,R,R,"6' 3""",205,30933,6,49,0,46,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1700000,,parnebo01,2013,NYM
29,us US,R,R,"6' 3""",205,30933,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,3700000,,parnebo01,2014,NYM
30,us US,R,R,"6' 3""",205,30933,8,30,0,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,3700000,,parnebo01,2015,NYM
25,us US,L,L,"6' 0""",205,33939,1st,20,0,2,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0.6,545000,,poynebo01,2018,BOS
29,us US,R,R,"6' 0""",230,30414,5,75,58,75,74,0,72,4,0,0,0,0,0,0,0,1,1,0,0.8,487500,,wilsobo02,2012,LAA
32,us US,R,R,"6' 0""",230,30414,7,25,16,25,24,0,24,0,0,0,0,0,0,0,0,1,1,0,-0.3,700000,,wilsobo02,2015,TBR
25,us US,L,L,"5' 10""",185,33983,2,7,6,7,7,0,0,0,0,0,0,0,7,0,7,0,1,0,-0.4,547500,,powelbo02,2018,OAK
27,us US,R,L,"6' 5""",215,30907,7,80,0,7,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1875000,,loganbo02,2012,NYY
28,us US,R,L,"6' 5""",215,30907,8,61,0,4,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3150000,,loganbo02,2013,NYY
29,us US,R,L,"6' 5""",215,30907,9,35,0,32,35,35,0,0,0,0,0,0,0,0,0,0,0,0,-1,4750000,,loganbo02,2014,COL
30,us US,R,L,"6' 5""",215,30907,10,60,0,57,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5500000,,loganbo02,2015,COL
31,us US,R,L,"6' 5""",215,30907,11,66,0,60,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0.6,6250000,,loganbo02,2016,COL
32,us US,R,L,"6' 5""",215,30907,12,38,0,6,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,,loganbo02,2017,CLE
33,us US,R,L,"6' 5""",215,30907,13,16,0,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,1875000,,loganbo02,2018,MIL
27,us US,R,R,"6' 2""",205,32290,4,69,0,7,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0.2,521400,All-Star,boxbebr01,2015,TBR
28,us US,R,R,"6' 2""",205,32290,5,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,519200,,boxbebr01,2016,TBR
29,us US,R,R,"6' 2""",205,32290,6,30,0,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1600000,,boxbebr01,2017,TBR
30,us US,R,R,"6' 2""",205,32290,7,60,0,58,60,60,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,1850000,,boxbebr01,2018,ARI
27,us US,R,R,"6' 6""",215,31514,3,33,0,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,498200,,brachbr01,2013,SDG
28,us US,R,R,"6' 6""",215,31514,4,46,0,6,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0.5,509500,,brachbr01,2014,BAL
29,us US,R,R,"6' 6""",215,31514,5,62,0,5,62,62,0,0,0,0,0,0,0,0,0,0,0,0,2,523000,,brachbr01,2015,BAL
30,us US,R,R,"6' 6""",215,31514,6,71,0,5,71,71,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1250000,All-Star,brachbr01,2016,BAL
31,us US,R,R,"6' 6""",215,31514,7,67,0,5,67,67,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3050000,,brachbr01,2017,BAL
32,us US,R,R,"6' 6""",215,31514,8,42,0,5,42,42,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,5165000,,brachbr01,2018,BAL
24,us US,L,L,"6' 3""",228,32952,4,32,16,31,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0.2,500000,,handbr01,2014,MIA
25,us US,L,L,"6' 3""",228,32952,5,38,12,35,38,38,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,520000,,handbr01,2015,MIA
27,us US,L,L,"6' 3""",228,32952,7,72,0,66,72,72,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1375000,All-Star,handbr01,2017,SDG
28,us US,L,L,"6' 3""",220,32952,8,28,0,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.9,4083333,,handbr01,2018,CLE
22,us US,R,R,"6' 5""",230,34907,1st,41,20,3,41,41,0,0,0,0,0,0,0,0,0,0,0,0,3.6,545000,,kellebr01,2018,KCR
35,us US,R,R,"6' 5""",210,28117,11,11,0,9,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,1000000,,lidgebr01,2012,WSN
29,us US,L,R,"6' 0""",225,31192,5,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,512300,,lincobr01,2014,PHI
24,us US,L,R,"6' 2""",215,32799,2,123,107,123,119,0,0,0,13,2,107,0,0,0,0,1,6,2,1.4,510100,,millebr02,2014,SEA
25,us US,L,R,"6' 2""",215,32799,3,144,125,144,129,0,0,0,11,2,89,15,20,6,41,10,8,6,0.4,527600,,millebr02,2015,SEA
26,us US,L,R,"6' 2""",215,32799,4,152,140,152,141,0,0,39,0,0,105,1,0,0,1,7,8,0,1.6,527600,,millebr02,2016,TBR
27,us US,L,R,"6' 2""",215,32799,5,110,96,110,98,0,0,0,98,0,0,0,0,0,0,10,13,0,0.6,3575000,,millebr02,2017,TBR
28,us US,L,R,"6' 2""",215,32799,6,27,18,27,22,0,0,1,15,0,6,0,0,0,0,0,8,0,0,4500000,,millebr02,2018,MIL
25,us US,R,R,"6' 1""",210,32175,2,18,14,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,,peacobr01,2013,HOU
26,us US,R,R,"6' 1""",210,32175,3,28,24,3,28,28,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,504300,,peacobr01,2014,HOU
27,us US,R,R,"6' 1""",210,32175,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,515800,,peacobr01,2015,HOU
29,us US,R,R,"6' 1""",210,32175,6,34,21,4,34,34,0,0,0,0,0,0,0,0,0,0,0,0,3.2,541500,,peacobr01,2017,HOU
30,us US,R,R,"6' 1""",210,32175,7,61,1,3,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2440000,,peacobr01,2018,HOU
32,us US,R,R,"6' 4""",220,29138,5,77,0,73,77,77,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1795000,,zieglbr01,2012,ARI
33,us US,R,R,"6' 4""",220,29138,6,78,0,75,78,78,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3150000,,zieglbr01,2013,ARI
34,us US,R,R,"6' 4""",220,29138,7,68,0,64,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0.2,4500000,,zieglbr01,2014,ARI
35,us US,R,R,"6' 4""",220,29138,8,66,0,63,66,66,0,0,0,0,0,0,0,0,0,0,0,0,2.2,5000000,,zieglbr01,2015,ARI
36,us US,R,R,"6' 4""",220,29138,9,33,0,1,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0.9,5500000,,zieglbr01,2016,BOS
37,us US,R,R,"6' 4""",220,29138,10,53,0,51,53,53,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,7000000,,zieglbr01,2017,MIA
38,us US,R,R,"6' 4""",220,29138,11,53,0,49,53,53,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,9000000,,zieglbr01,2018,MIA
25,us US,L,R,"6' 5""",220,33935,2,34,29,34,34,0,0,0,0,0,0,0,34,0,34,0,2,0,0.1,551200,,zimmebr01,2018,CLE
26,us US,L,R,"6' 2""",230,31455,4,7,3,7,3,0,0,0,0,0,0,3,0,0,3,0,4,0,-0.1,482500,,allenbr01,2012,TBR
27,us US,R,R,"6' 2""",210,31547,2,136,115,136,134,0,0,0,0,0,0,8,116,13,137,0,5,6,1.4,491700,,barnebr02,2013,HOU
28,us US,R,R,"6' 2""",210,31547,3,132,55,132,74,0,0,0,0,0,0,18,5,55,78,1,67,1,0.4,501000,,barnebr02,2014,COL
30,us US,R,R,"6' 2""",210,31547,5,48,20,48,43,0,0,0,0,0,0,29,13,2,44,0,11,1,0.1,1000000,,barnebr02,2016,COL
25,us US,R,R,"6' 2""",220,31658,3,14,13,14,13,13,0,0,0,0,0,0,0,0,0,0,0,1,2.1,495000,,beachbr01,2012,ATL
26,us US,R,R,"6' 2""",220,31658,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,510000,,beachbr01,2013,ATL
28,us US,R,R,"6' 2""",220,31658,5,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,2750000,,beachbr01,2015,LAD
24,us US,L,L,"6' 4""",235,32253,2,145,106,145,140,0,0,139,0,0,0,4,0,0,4,0,14,3,2.8,481000,,beltbr01,2012,SFG
25,us US,L,L,"6' 4""",235,32253,3,150,132,150,143,0,0,143,0,0,0,0,0,0,0,0,12,0,4.2,531500,,beltbr01,2013,SFG
26,us US,L,L,"6' 4""",235,32253,4,61,56,61,59,0,0,59,0,0,0,0,0,1,1,0,4,0,1,2900000,,beltbr01,2014,SFG
27,us US,L,L,"6' 4""",235,32253,5,137,130,137,131,0,0,120,0,0,0,14,0,0,14,0,6,0,3.7,3600000,,beltbr01,2015,SFG
28,us US,L,L,"6' 4""",235,32253,6,156,149,156,152,0,0,151,0,0,0,3,0,0,3,0,5,0,4.6,6200000,All-Star,beltbr01,2016,SFG
29,us US,L,L,"6' 4""",235,32253,7,104,99,104,103,0,0,98,0,0,0,15,0,1,16,0,3,0,3,4000000,,beltbr01,2017,SFG
30,us US,L,L,"6' 4""",235,32253,8,112,103,112,109,0,0,104,0,0,0,8,0,0,8,0,7,0,2.7,17200000,,beltbr01,2018,SFG
25,us US,L,R,"6' 2""",227,31798,2,143,122,143,139,0,0,0,0,0,139,0,0,0,0,0,3,2,2.4,481000,,crawfbr01,2012,SFG
26,us US,L,R,"6' 2""",227,31798,3,149,139,149,147,0,0,0,0,0,147,0,0,0,0,0,4,1,2.2,530000,,crawfbr01,2013,SFG
27,us US,L,R,"6' 2""",227,31798,4,153,142,153,149,0,0,0,0,0,149,0,0,0,0,0,6,0,3.3,560000,,crawfbr01,2014,SFG
28,us US,L,R,"6' 2""",227,31798,5,143,136,143,140,0,0,0,0,0,140,0,0,0,0,0,5,0,5.5,3175000,All-Star,crawfbr01,2015,SFG
29,us US,L,R,"6' 2""",227,31798,6,155,148,155,155,0,0,0,0,0,155,0,0,0,0,0,1,0,4.9,6000000,,crawfbr01,2016,SFG
30,us US,L,R,"6' 2""",227,31798,7,144,135,144,138,0,0,0,0,0,138,0,0,0,0,0,8,0,2.2,8200000,,crawfbr01,2017,SFG
31,us US,L,R,"6' 2""",227,31798,8,151,141,151,146,0,0,0,0,0,146,0,0,0,0,0,8,0,2.6,15200000,All-Star,crawfbr01,2018,SFG
25,us US,R,R,"6' 2""",215,32463,2,16,10,14,16,16,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,507000,,cumptbr01,2014,PIT
23,us US,R,R,"6' 2""",210,33837,2,134,112,134,123,0,0,1,16,29,0,62,0,32,94,0,15,0,-0.1,508900,,drurybr01,2016,ARI
24,us US,R,R,"6' 2""",210,33837,3,135,113,135,114,0,0,0,114,1,0,0,0,0,0,3,20,0,1.6,553900,,drurybr01,2017,ARI
25,us US,R,R,"6' 2""",210,33837,4,18,14,18,16,0,0,2,5,9,0,0,0,0,0,1,3,0,-0.4,621900,,drurybr01,2018,NYY
23,us US,L,L,"5' 11""",198,34073,3,33,31,31,31,31,0,0,0,0,0,0,0,0,0,0,2,0,2.1,511500,,finnebr01,2016,CIN
24,us US,L,L,"5' 11""",198,34073,4,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0.1,567000,,finnebr01,2017,CIN
25,us US,L,L,"5' 11""",198,34073,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,577500,,finnebr01,2018,CIN
29,us US,R,R,"5' 11""",190,30878,4,29,0,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.3,507800,,gomesbr01,2014,TBR
28,us US,R,R,"6' 2""",200,31440,3,97,60,97,72,0,0,0,0,0,0,62,11,1,74,7,27,5,1.7,501200,,guyerbr01,2014,TBR
29,us US,R,R,"6' 2""",200,31440,4,128,79,128,110,0,0,0,0,0,0,60,23,41,124,7,43,0,2,515800,,guyerbr01,2015,TBR
30,us US,R,R,"6' 2""",200,31440,5,38,25,38,33,0,0,0,0,0,0,26,0,7,33,0,12,0,1.1,1185000,,guyerbr01,2016,CLE
31,us US,R,R,"6' 2""",200,31440,6,70,45,70,65,0,0,0,0,0,0,33,0,37,70,2,10,4,-0.3,2000000,,guyerbr01,2017,CLE
32,us US,R,R,"6' 2""",210,31440,7,104,48,103,97,1,0,0,0,0,0,21,3,76,96,1,19,8,-0.2,2750000,,guyerbr01,2018,CLE
35,us US,R,R,"5' 11""",190,28264,12,74,74,74,74,0,0,0,0,74,0,0,0,0,0,0,0,0,1.1,5500000,,ingebr01,2012,OAK
36,us US,R,R,"5' 11""",190,28264,13,50,22,50,33,0,0,4,13,10,1,0,0,6,6,0,21,0,-0.5,1250000,,ingebr01,2013,PIT
27,us US,R,R,"6' 0""",194,30895,3,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,481000,,kintzbr01,2012,MIL
28,us US,R,R,"6' 0""",194,30895,4,71,0,68,71,71,0,0,0,0,0,0,0,0,0,0,0,0,1.1,491000,,kintzbr01,2013,MIL
29,us US,R,R,"6' 0""",194,30895,5,64,0,60,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0.8,507000,,kintzbr01,2014,MIL
30,us US,R,R,"6' 0""",194,30895,6,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,1075000,,kintzbr01,2015,MIL
32,us US,R,R,"6' 0""",194,30895,8,45,0,5,45,45,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2925000,All-Star,kintzbr01,2017,MIN
33,us US,R,R,"6' 0""",194,30895,9,45,0,44,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0.8,5000000,,kintzbr01,2018,WSN
29,us US,R,R,"6' 2""",200,30391,9,46,0,4,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5000000,,leagubr01,2012,SEA
30,us US,R,R,"6' 2""",200,30391,10,58,0,54,58,58,0,0,0,0,0,0,0,0,0,0,0,0,-1.3,4500000,,leagubr01,2013,LAD
31,us US,R,R,"6' 2""",200,30391,11,63,0,59,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0.7,7500000,,leagubr01,2014,LAD
32,us US,R,R,"6' 1""",200,29077,11,37,0,35,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5500000,,lyonbr01,2012,HOU
33,us US,R,R,"6' 1""",200,29077,12,37,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,750000,,lyonbr01,2013,NYM
22,us US,R,R,"6' 5""",225,33057,1st,22,14,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,490000,,maurebr01,2013,SEA
